iter	Logloss
0	0.4221421162
1	0.2590516176
2	0.1637869098
3	0.09997133614
4	0.06338956341
5	0.03918881283
6	0.0251205906
7	0.01668875028
8	0.01160287959
9	0.008245993889
10	0.005964144863
11	0.004402930494
12	0.003293043102
13	0.002538360888
14	0.001968503643
15	0.001598583759
16	0.001321803964
17	0.001119350237
18	0.0009603074388
19	0.000799097047
20	0.0006869545773
21	0.0006104228973
22	0.0005477952088
23	0.0004927973126
24	0.0004459438901
25	0.0003918787534
26	0.0003629994498
27	0.0003375759681
28	0.000315836871
29	0.0002962736035
30	0.0002780119164
31	0.0002646033326
32	0.0002524203614
33	0.0002416492115
34	0.0002312388595
35	0.0002219468823
36	0.0002128994487
37	0.000204936324
38	0.00019964974
39	0.0001945724689
40	0.0001897500591
41	0.0001848855574
42	0.0001805272876
43	0.0001760825099
44	0.0001718553275
45	0.0001675649611
46	0.0001656186051
47	0.0001637200909
48	0.000161819902
49	0.000159966416
50	0.0001581579501
51	0.0001563929321
52	0.0001545382573
53	0.0001528571473
54	0.0001510903179
55	0.0001494873533
56	0.0001478001189
57	0.0001477944135
58	0.0001461465085
59	0.0001461465085
60	0.0001461465085
61	0.0001461465085
62	0.0001461465085
63	0.0001461465085
64	0.0001461465085
65	0.0001461465085
66	0.0001461465085
67	0.0001461465085
68	0.0001461465085
69	0.0001461465085
70	0.0001461465085
71	0.0001461437202
72	0.0001461437202
73	0.0001461437202
74	0.0001461437202
75	0.0001461437202
76	0.0001461437202
77	0.0001461437202
78	0.0001461437202
79	0.0001461437202
80	0.0001461437202
81	0.0001461437202
82	0.0001461437202
83	0.0001461437202
84	0.0001461437202
85	0.0001461437202
86	0.0001461437202
87	0.0001461437202
88	0.0001461437202
89	0.0001461437202
90	0.0001461437202
91	0.0001461437202
92	0.0001461437202
93	0.0001461437202
94	0.0001461437202
95	0.0001461437202
96	0.0001461437202
97	0.0001461437202
98	0.0001461437202
99	0.0001461437202
100	0.0001461437202
101	0.0001461437202
102	0.0001461437202
103	0.0001461437202
104	0.0001461437202
105	0.0001461437202
106	0.0001461437202
107	0.0001461437202
108	0.0001461437202
109	0.0001461437202
110	0.0001461437202
111	0.0001461437202
112	0.0001461437202
113	0.0001461437202
114	0.0001461437202
115	0.0001461437202
116	0.0001461437202
117	0.0001461437202
118	0.0001461437202
119	0.0001461437202
120	0.0001461437202
121	0.0001461437202
122	0.0001461437202
123	0.0001461437202
124	0.0001461437202
125	0.0001461437202
126	0.0001461437202
127	0.0001461437202
128	0.0001461437202
129	0.0001461437202
130	0.0001461437202
131	0.0001461437202
132	0.0001461437202
133	0.0001461437202
134	0.0001461437202
135	0.0001461437202
136	0.0001461437202
137	0.0001461437202
138	0.0001461437202
139	0.0001461437202
140	0.0001461437202
141	0.0001461437202
142	0.0001461437202
143	0.0001461437202
144	0.0001461437202
145	0.0001461437202
146	0.0001461437202
147	0.0001461437202
148	0.0001461437202
149	0.0001461437202
150	0.0001461437202
151	0.0001461437202
152	0.0001461437202
153	0.0001461437202
154	0.0001461437202
155	0.0001461437202
156	0.0001461437202
157	0.0001461437202
158	0.0001461437202
159	0.0001461437202
160	0.0001461437202
161	0.0001461437202
162	0.0001461437202
163	0.0001461437202
164	0.0001461437202
165	0.0001461437202
166	0.0001461437202
167	0.0001461437202
168	0.0001461437202
169	0.0001461437202
170	0.0001461437202
171	0.0001461437202
172	0.0001461437202
173	0.0001461437202
174	0.0001461437202
175	0.0001461437202
176	0.0001461437202
177	0.0001461437202
178	0.0001461437202
179	0.0001461437202
180	0.0001461437202
181	0.0001461437202
182	0.0001461437202
183	0.0001461437202
184	0.0001461437202
185	0.0001461437202
186	0.0001461437202
187	0.0001461437202
188	0.0001461437202
189	0.0001461437202
190	0.0001461437202
191	0.0001461437202
192	0.0001461437202
193	0.0001461437202
194	0.0001461437202
195	0.0001461437202
196	0.0001461437202
197	0.0001461437202
198	0.0001461437202
199	0.0001461437202
200	0.0001461437202
201	0.0001461437202
202	0.0001461437202
203	0.0001461437202
204	0.0001461437202
205	0.0001461437202
206	0.0001461437202
207	0.0001461437202
208	0.0001461437202
209	0.0001461437202
210	0.0001461437202
211	0.0001461437202
212	0.0001461437202
213	0.0001461437202
214	0.0001461437202
215	0.0001461437202
216	0.0001461437202
217	0.0001461437202
218	0.0001461437202
219	0.0001461437202
220	0.0001461437202
221	0.0001461437202
222	0.0001461437202
223	0.0001461437202
224	0.0001461437202
225	0.0001461437202
226	0.0001461437202
227	0.0001461437202
228	0.0001461437202
229	0.0001461437202
230	0.0001461437202
231	0.0001461437202
232	0.0001461437202
233	0.0001461437202
234	0.0001461437202
235	0.0001461437202
236	0.0001461437202
237	0.0001461437202
238	0.0001461437202
239	0.0001461437202
240	0.0001461437202
241	0.0001461437202
242	0.0001461437202
243	0.0001461437202
244	0.0001461437202
245	0.0001461437202
246	0.0001461437202
247	0.0001461437202
248	0.0001461437202
249	0.0001461437202
250	0.0001461437202
251	0.0001461437202
252	0.0001461437202
253	0.0001461437202
254	0.0001461437202
255	0.0001461437202
256	0.0001461437202
257	0.0001461437202
258	0.0001461437202
259	0.0001461437202
260	0.0001461437202
261	0.0001461437202
262	0.0001461437202
263	0.0001461437202
264	0.0001461437202
265	0.0001461437202
266	0.0001461437202
267	0.0001461437202
268	0.0001461437202
269	0.0001461437202
270	0.0001461437202
271	0.0001461437202
272	0.0001461437202
273	0.0001461437202
274	0.0001461437202
275	0.0001461437202
276	0.0001461437202
277	0.0001461437202
278	0.0001461437202
279	0.0001461437202
280	0.0001461437202
281	0.0001461437202
282	0.0001461437202
283	0.0001461437202
284	0.0001461437202
285	0.0001461437202
286	0.0001461437202
287	0.0001461437202
288	0.0001461437202
289	0.0001461437202
290	0.0001461437202
291	0.0001461437202
292	0.0001461437202
293	0.0001461437202
294	0.0001461437202
295	0.0001461437202
296	0.0001461437202
297	0.0001461437202
298	0.0001461437202
299	0.0001461437202
